Date,Open,High,Low,Close,Volume
2023-01-01,0.9832071148005017,0.9725937810495058,0.9492990471860034,0.9540888171722992,3257
2023-01-02,1.0000000000000004,0.996640719707075,0.9871719446985479,1.0,3377
2023-01-03,0.9562967511997718,0.9557040572144024,0.9804631486378419,0.9538984757710041,1621
2023-01-04,0.9455109379621809,0.9253221020891713,0.7738388073293958,0.7785799045398161,4108
2023-01-05,0.7595522972112723,0.747650190981993,0.698910377304633,0.6916618817311093,4284
2023-01-06,0.6647206593557073,0.8238303962742308,0.6803009049524436,0.8325570285596058,4156
2023-01-07,0.8283728312166363,0.9419244438400876,0.8068916512056408,0.9575677498286082,4126
2023-01-08,0.9456751843436675,0.9528827891662255,0.6932139433443942,0.7068653063394845,3211
2023-01-09,0.7282075645871968,0.720389764912718,0.7166619370895067,0.7557425047444126,1337
2023-01-10,0.7334031670501071,0.7053941035852396,0.4897276667153867,0.5242771901154595,3849
2023-01-11,0.5299073820754168,0.5164824767204372,0.3750844135345992,0.39749002697376135,4342
2023-01-12,0.4160007937663983,0.4048554356305534,0.2996883419308829,0.31661252820973784,3344
2023-01-13,0.2858747570980813,0.43405626041868306,0.28972205745389346,0.4646989908599535,4961
2023-01-14,0.47466349254372675,0.4839138494190518,0.34740342915211553,0.3602487375703616,1134
2023-01-15,0.30311217899361687,0.6259773472490608,0.3149315237469632,0.6420419218834912,2703
2023-01-16,0.6068842319198691,0.5982981947671768,0.5581530524999749,0.5886751570890882,1410
2023-01-17,0.5748766427048206,0.8867770952630769,0.6014465152435537,0.9112397112441073,2953
2023-01-18,0.9155273490863896,0.8985812676921019,0.9298770829412031,0.9154622144706703,2935
2023-01-19,0.924211824454837,0.8965975645661177,0.8205048144437188,0.814873292158663,2368
2023-01-20,0.7631041533352141,0.8626267635144114,0.7747641435807604,0.9066908881038667,2673
2023-01-21,0.8850603791878626,0.9755475032725149,0.8945586916477062,0.9797848065260917,3958
2023-01-22,0.965641833725789,0.9289661204676429,0.8736618364396023,0.88728115193598,1588
2023-01-23,0.8445054202040301,0.8837660159452589,0.8255711198664106,0.8754395643169608,2524
2023-01-24,0.8968471697002842,0.9152096758254791,0.892682241294732,0.9476656362384248,2101
2023-01-25,0.9824103394993733,0.9398616747240971,0.9641073320546196,0.9766616314237604,3615
2023-01-26,0.9657447790014291,0.960197501734732,0.9507773370179491,0.9581783547855722,3303
2023-01-27,0.9497850522186044,0.9270813313497794,0.9777065520576409,0.9512455092692349,2509
2023-01-28,0.9452751990004757,0.9334217509774416,0.9272959152356699,0.963750669111445,1053
2023-01-29,0.9909235929544655,0.9605079952547615,0.9774283464737756,0.9694525554219324,2925
2023-01-30,0.9453272182221446,0.9538216220447437,0.7520189281789174,0.7621522844522417,1186
2023-01-31,0.7514882543725299,0.7788362384482204,0.7547841219949225,0.7928101764962117,1112
2023-02-01,0.82554162652696,0.8511509562519115,0.8061578804264324,0.8561248609740102,3709
2023-02-02,0.865195736692614,0.8580345522046495,0.5841223926017269,0.6185700867439108,3755
2023-02-03,0.6028985691853843,0.6005394643802706,0.5554504721554414,0.5712101492769208,2362
2023-02-04,0.565549435913737,0.5273608560590555,0.5101638924109415,0.5409649172257294,4434
2023-02-05,0.48217311667491547,0.570453712334209,0.47730611719567184,0.5780086524602588,4199
2023-02-06,0.5669588200730251,0.5622870516818947,0.5792629990128719,0.5816870248785975,1676
2023-02-07,0.6158190419310738,0.6219299840688541,0.5594825756278747,0.5709732249985975,4070
2023-02-08,0.5487684202595067,0.5621584278049436,0.48012072645278714,0.5094412998653861,4680
2023-02-09,0.530884624307637,0.5676728254300771,0.530766752344193,0.6104205082228655,3985
2023-02-10,0.5852238300385886,0.6534687715150773,0.6136607030246668,0.6519061879997965,1600
2023-02-11,0.6447930566286941,0.6800529444411407,0.6376095769505863,0.6790286508743266,2210
2023-02-12,0.6746456786132033,0.725933293001563,0.6546974265909689,0.754961917346137,2232
2023-02-13,0.7635004142699087,0.8708713575351359,0.7940542780410111,0.8979693015670467,3646
2023-02-14,0.9019429258240477,0.8722294518904654,0.873473343470792,0.8637036137656859,3876
2023-02-15,0.8843146034591185,0.8908101198096077,0.8729580840586935,0.9218128177430742,2466
2023-02-16,0.9383536643218475,0.9258721854672425,0.9678819483252274,0.9517565408079434,3134
2023-02-17,0.9986567000546787,0.9883846869515915,0.940226386005703,0.95892696406107,2908
2023-02-18,0.948263380234188,0.9104957268526763,0.97057138397011,0.9437475128811141,3107
2023-02-19,0.9371211606230276,0.9551690550484975,0.9625053957663328,0.9912947255155435,3830
2023-02-20,0.970399920968914,0.9797116483876711,0.9999999999999996,0.984980123856741,3206
2023-02-21,0.9671617041055178,0.9456381599534303,0.9736495418915307,0.972949037093569,1875
2023-02-22,0.9666390307926194,0.9474084624832355,0.9418723697981091,0.9259034167761668,3777
2023-02-23,0.9668820180757756,0.9461444832871186,0.8252447454917489,0.8208441116886385,4560
2023-02-24,0.814385353532666,0.814286041968344,0.5652599201604986,0.5700666159473484,3214
2023-02-25,0.5701465206040894,0.5778167766338238,0.5050557413998837,0.536209074026254,4478
2023-02-26,0.528328450271017,0.6401704105233406,0.524187211737734,0.6730568160422692,4058
2023-02-27,0.6287087662256612,0.8749866114711917,0.6075881745796439,0.916952341160886,3086
2023-02-28,0.9061680374067573,0.921959153898086,0.9352846831623971,0.9559032811206465,2389
2023-03-01,0.9620535276125994,0.9752679943790503,0.9659708377738796,0.9969620196805651,1057
2023-03-02,0.9505952774331701,0.9453806779272487,0.9363229070033561,0.9559773860528344,3463
2023-03-03,0.9694724248851818,0.9562841113357354,0.9245392089925697,0.9463466357583155,2159
2023-03-04,0.9533619819850059,0.9505803084676652,0.9616966102128992,0.9899668734894553,4937
