Date,Open,High,Low,Close,Volume
2023-01-01,60.854290547413925,61.25323245438857,60.12131265599498,60.38917857653621,3046
2023-01-02,60.24259119243705,61.0214896511562,57.80049403800576,58.376424487294955,2622
2023-01-03,58.75532611254172,60.31269998191473,57.93864892371777,59.90629753011916,3233
2023-01-04,60.361862673140855,61.541604908982464,60.153669297430575,60.551746849999276,1402
2023-01-05,60.867459963153024,61.236767581698984,59.5459196579201,59.8978099562957,4073
2023-01-06,60.38901568816458,60.86422505854547,59.72205835341792,60.16313047829606,4238
2023-01-07,60.31399683495407,60.79829866586217,54.649352507901874,55.44006213335022,2525
2023-01-08,55.93202705464923,56.45045169380045,52.15176691588553,53.04925255085097,3656
2023-01-09,53.446191077091946,54.34589019653898,52.578527778587585,52.95894190042407,2117
2023-01-10,52.66312450017764,57.41109386485017,52.26102040766872,57.15399409618419,3203
2023-01-11,58.07662712160763,61.06518800678942,57.43718424133066,60.90342025275439,3891
2023-01-12,59.92385790583858,61.15402195187238,59.42821728416217,60.44151267093631,4569
2023-01-13,60.43938166636276,61.14500561201815,58.10207636487329,58.5550989101569,1449
2023-01-14,58.81290389200048,58.89447262297112,55.69910709098568,56.51408058241161,3544
2023-01-15,55.943223485847206,58.601886506850654,55.82061338454501,58.08613708281062,3715
2023-01-16,58.47608576123276,58.84207878096456,56.46118765850274,56.764632219761296,2834
2023-01-17,56.808454317181884,57.00121103703631,51.23882518590168,52.017636113010724,2073
2023-01-18,51.52695256108062,53.3942996121893,51.386886837830644,53.2797777005722,4354
2023-01-19,54.0810612828076,54.71060448983617,50.926538700614344,51.85982580800074,1009
2023-01-20,51.89859711996085,53.266490678248935,51.16330971481483,53.06094649359879,1683
2023-01-21,53.946459928154844,54.438589877830516,48.953178626462794,49.49946900736085,4695
2023-01-22,50.279295747387934,50.70738033533445,46.889273682322674,47.537032556388574,4226
2023-01-23,47.45832996165368,47.9797624422665,42.02069668356385,42.11825220907818,3898
2023-01-24,42.72182574492712,46.98443714963303,42.06524441987586,46.01369375036852,4858
2023-01-25,45.54668890331696,48.1572049885693,45.50528285686453,47.72094093017164,2493
2023-01-26,48.02489941241493,50.62533691501909,47.137127942431775,49.72822561685461,1363
2023-01-27,49.987153319638004,50.38010384636285,47.587855206531444,48.20334705861774,2373
2023-01-28,47.70935538905687,48.51069872531852,46.29541550260321,46.58497304785614,1825
2023-01-29,46.10189065498016,47.49186297812352,45.253614837875666,47.46151526643181,2415
2023-01-30,47.20960269854683,50.256999201359775,46.337346798395046,49.47806957218381,1721
2023-01-31,48.858888816128974,50.01183791836533,48.15869875389188,49.13698505392791,4938
2023-02-01,48.80167960673081,54.10890841362472,48.40437220298912,53.39970055852658,2361
2023-02-02,53.02241663230136,54.76504054698974,52.237493873381375,53.97498806261775,1694
2023-02-03,53.55048308863958,53.858679612706915,52.117531120623674,52.17918352106508,1602
2023-02-04,52.375003188323284,56.32134997777207,51.7968393634316,56.31895791442059,2103
2023-02-05,55.897464918690474,60.45185999104866,55.21968856278159,60.10401240799836,4523
2023-02-06,60.464320719079375,60.679150061423606,59.09749494212243,59.624989297233036,3179
2023-02-07,60.130620598543615,60.33561262539059,55.89772838551534,56.1016673664145,4544
2023-02-08,56.16602201098902,56.82377760745207,55.83379850587065,56.227650935710436,2856
2023-02-09,56.20727790868231,60.21136415025205,55.74240315741487,59.81154688991166,3676
2023-02-10,60.104141826739365,61.00100052037025,59.40651905082621,60.233191707715825,3140
2023-02-11,60.37934762782944,61.0268474665434,59.59733418828245,59.73521023827162,1794
2023-02-12,59.89667286035026,60.658961650205676,59.85376997961701,60.137991047290605,1687
2023-02-13,60.83992905185647,60.91153111718414,60.5380242749328,60.656827169797666,3758
2023-02-14,60.155470917384974,60.80826179178781,59.385795557615005,60.67668528379272,4712
2023-02-15,60.19001904357826,60.90910628246761,59.44610349725542,59.83276798804708,2162
2023-02-16,59.90651410461266,60.34770374112392,57.8947163635549,57.92300608614461,3870
2023-02-17,57.41777308789892,58.85752754085848,56.665475776349254,58.46411714254297,1834
2023-02-18,58.235867783158554,58.33970776146907,56.55750220074024,57.4879877565705,2269
2023-02-19,58.09944334317634,59.30709571417605,57.37661179337202,58.62188860687587,2708
2023-02-20,58.558847160015084,60.4259316768113,57.912772494370955,59.81470187692603,3655
2023-02-21,59.8798555747685,60.70947836006028,55.00476983590661,55.45511088051699,3538
2023-02-22,55.942369975092184,57.00224119591267,55.91570160346967,56.378470457520265,1407
2023-02-23,56.15710681365947,56.710811054425044,53.94937458578746,53.95228284566046,2938
2023-02-24,53.93124313492912,54.11650201901766,52.02667968145183,52.84658253249781,1376
2023-02-25,52.93533936864906,55.533931026474114,52.371127609668626,55.015487395032984,3380
2023-02-26,54.32603484238111,55.05251257399373,52.9345708070848,53.788661194787096,4913
2023-02-27,53.62183854157809,53.85508342682825,51.974279066666256,52.70488723029133,4072
2023-02-28,52.4397054324688,53.91532669761784,52.01968484380456,53.33551467700891,1979
2023-03-01,54.1416298026422,55.80359797499608,53.56882841131392,55.22202227867257,1116
2023-03-02,55.34209698301912,56.329933288032834,52.38634641890141,52.9381845932691,3838
2023-03-03,53.022140261202075,53.95477459402629,51.24986034395841,51.8687089671922,2158
2023-03-04,52.05540498540537,53.76393884796578,51.88003438143294,53.57065508948195,2068
2023-03-05,53.61679379183309,55.24277798007497,52.87778336304342,54.40623605834432,1265
2023-03-06,55.088266498855404,55.29110580417208,50.63931501817975,51.18299093279693,3692
2023-03-07,51.75840466390099,54.600942216550415,51.126004749036646,54.231465943030734,1131
2023-03-08,53.976191616263435,54.699686760414515,53.21880112295908,54.41184026835778,1684
2023-03-09,54.57034622903263,55.34633205071919,50.37889446708688,50.9333429048811,2195
2023-03-10,50.673983075908176,52.57944725775083,50.52875703566548,52.24336272781035,1154
2023-03-11,52.15595473910653,52.81808001498709,47.64207851982631,48.2558184419373,1391
2023-03-12,48.09129705177772,51.670621269257815,47.85424202500704,50.71825749766386,3184
2023-03-13,50.80726393334641,51.80480306807759,46.787443317573924,47.42806913775244,1395
2023-03-14,47.492214239099276,48.47845563440534,47.43726563342123,47.5036955041769,4592
2023-03-15,47.13048547876568,48.72455268240868,46.86169344278544,48.63156396224677,1471
2023-03-16,48.050838972342305,51.160029751277094,47.67774635625702,50.56333212332249,2540
2023-03-17,50.86307981573698,54.01367360884574,49.910113941396176,53.42472333273038,3857
2023-03-18,53.39286396155149,54.267040949293666,50.40033196184901,50.93310746583503,4823
2023-03-19,51.66973021121547,53.35346834964708,51.483326614555985,52.463084788154625,3558
2023-03-20,51.99414846576855,54.3563559879417,51.953536372666015,53.36590046817573,2629
2023-03-21,53.116619421226474,53.7086964195687,53.101189094447385,53.50343161971874,1501
2023-03-22,54.07629492350608,54.49757888529008,53.74385461136297,54.408757628635904,4741
2023-03-23,55.25163040936635,58.029732582588814,54.44093360535887,57.96973670330235,4096
2023-03-24,58.331608186274096,59.26776890650847,57.46036661336887,59.2172240728763,4024
2023-03-25,58.94007331277878,59.57212408349422,58.92280610789538,59.380495930387056,3917
2023-03-26,59.6244498136811,60.91842754871114,59.0807593075883,60.49820204893534,3017
2023-03-27,59.909169701394156,59.92825311588073,58.892281866628245,59.39849004751007,3858
2023-03-28,60.034648459361,60.16938749221267,59.62560360254332,59.96076228308621,3234
2023-03-29,60.575942252396686,61.50590210165145,59.23465761671726,60.081468705855784,4082
