Date,Open,High,Low,Close,Volume
2023-01-01,45.48330016863306,45.79709834423103,44.51942521344997,45.71486201620838,3974
2023-01-02,45.32492184462186,46.067407047145736,45.158517353032664,45.83937663532792,2707
2023-01-03,45.2506698721033,45.548077820207425,44.39783859503068,45.459187056991354,1648
2023-01-04,44.880149749181825,46.461379873975815,44.33115061380184,45.711861792281645,1768
2023-01-05,45.93166827673006,46.41064445927184,45.038865723992046,45.73353293228109,1357
2023-01-06,45.85568410110665,46.107880688809935,45.578921547175334,45.747870145902894,1394
2023-01-07,45.42395309937939,48.486784057511066,44.57461426124208,47.89268065530753,1509
2023-01-08,48.03059333887458,48.936691047387846,45.78370310175701,46.43235714843795,2123
2023-01-09,47.13654407618807,49.71347212186663,46.191492183295615,49.31870419423566,3229
2023-01-10,49.114834591029556,52.08683045425163,49.0846884646158,51.66355316866832,2259
2023-01-11,51.012223440088995,51.32732382016961,49.60890423645888,49.61243222216095,4516
2023-01-12,50.26509618847107,50.47930507363477,48.12634203416629,49.0491085337617,1310
2023-01-13,48.97577575711672,49.44454075417304,47.767764357887934,47.96647930624617,4692
2023-01-14,47.48230693615428,48.27906713718607,46.456304004203396,46.748366101111785,4298
2023-01-15,46.54575688965541,46.9046549488789,45.797141832336244,46.88224241765404,4105
2023-01-16,46.83987901319025,47.474126689698195,46.3703162064885,47.09379890353708,4582
2023-01-17,47.16080947175161,47.84608010780652,46.46305930960551,47.60584131003253,3797
2023-01-18,47.4891628329816,52.32796220932358,46.9713602681753,51.95053878830553,2726
2023-01-19,51.36984030800346,52.230912944577746,51.22913515318537,51.950573371717034,2091
2023-01-20,51.801077336434034,54.60012145095007,51.593986149913036,53.63569174517917,3355
2023-01-21,53.7577507256355,54.94921697537658,53.42946203252585,54.49074026825808,3087
2023-01-22,54.39121485848247,58.572796964876254,53.49226070787785,58.17195100982583,1357
2023-01-23,58.44641942775947,59.2825967190571,57.01190363072495,57.63494341339089,2481
2023-01-24,58.29547939753195,62.249831088658965,57.86768426707172,62.01016161129326,2231
