Date,Open,High,Low,Close,Volume
2023-01-01,37.49552497931911,38.05625954747335,37.16869917561817,37.692890079044645,4665
2023-01-02,37.34715596538727,38.05280178844811,36.53625959459526,37.672681271870566,2520
2023-01-03,37.67507554685502,38.09595317288204,37.27419464368149,37.87779303172408,2134
2023-01-04,37.92776232896869,41.446513796405775,36.954406469000226,40.78415309775418,1294
2023-01-05,40.55024914307347,41.92972958597428,40.46289842920999,41.42849593095639,1446
2023-01-06,41.74454442042528,43.29604398799075,41.16378080260476,43.06560023292757,2049
2023-01-07,43.25178282021776,44.68594872858183,42.9504705420934,44.00018513917131,2111
2023-01-08,43.67369378316885,44.6537476562395,42.757979580474846,44.032240503126545,4704
2023-01-09,43.98474832584434,44.20697022062451,41.53843348289283,41.605527814824214,4198
2023-01-10,41.65371737745145,43.3699646823069,41.46193022543167,42.39384618782391,2360
2023-01-11,41.53325865604629,42.0852471355859,37.96893866596533,38.962777989187224,1782
2023-01-12,39.095617637080856,39.2146832698786,36.92323340300441,37.42863144962874,4802
2023-01-13,37.353788616362564,37.58822760722302,36.136422441983306,37.09333901275329,3403
2023-01-14,37.61064009161474,41.42035131315189,36.83889949976491,41.0998623416022,1334
2023-01-15,41.383183242418546,41.56756782792363,38.338345065502814,38.857385777386945,3904
2023-01-16,38.68501392498304,41.514055034238325,38.57954915196421,40.76239093247481,4993
2023-01-17,40.76881450896001,45.762778921535904,40.2017672304699,45.73154439675792,2365
2023-01-18,45.76564339466023,47.859573190226456,45.036738334609915,47.53553694278841,3960
2023-01-19,48.088819538846465,50.848703710784164,47.74028820398365,50.378984215968586,3447
2023-01-20,50.57333946643328,52.231433555750755,50.53618059385821,51.874074306341534,4256
2023-01-21,51.750878290272055,52.36143172698634,47.652309986875096,48.64388691463203,3235
2023-01-22,48.71323719418447,52.98476791691061,48.306699595532464,52.909953209782415,1791
2023-01-23,53.08061782301373,53.67375441772418,50.23756486126561,51.15413598740055,3072
2023-01-24,51.86291660922938,52.04842642799241,47.97991804803005,48.524480224701286,3685
2023-01-25,48.94520376999446,50.258418697551505,48.30295038391248,50.12745435766884,2968
2023-01-26,49.756034047301256,54.61222146095398,49.45277978456803,54.091266055661286,2777
2023-01-27,54.720413672213965,59.86152075533988,54.27055444369544,59.16141246230421,1840
2023-01-28,58.41865151661402,62.26511696301023,58.070346952270896,61.96733098561931,3211
2023-01-29,61.57943212667388,64.53313700361902,60.593891814472386,63.69011377450269,2628
2023-01-30,63.29609385634957,64.0223827118639,59.00586356584603,59.785779797636366,1534
2023-01-31,59.46923843595351,59.867990614792625,55.55253789693864,55.958109698363195,4179
2023-02-01,55.45944178725899,56.11819402775171,54.64067033878985,55.21755122176555,3959
2023-02-02,55.18478055101244,55.68316355255134,54.21608440392423,54.80941640103945,4495
2023-02-03,54.479612991249475,55.0478900509867,52.2286399395843,53.21735663241128,2772
2023-02-04,53.05415495352472,53.1115630318545,52.735380731987945,53.03490741846477,4485
2023-02-05,52.66917920190949,53.22702374933053,47.82277407558855,48.240388093006985,2617
2023-02-06,47.88561226058847,48.22986707040907,44.0467018271802,44.57265872978862,1058
2023-02-07,44.11494296809838,44.345575385791506,42.641592505884525,42.843581400254955,4358
2023-02-08,42.98519091068831,43.526090483344326,41.15536732104472,42.09361618847952,4906
